timestamp,hour_of_day,day_of_year,month,day_of_week,solar_irradiance,temperature_c,humidity_pct,wind_speed_ms,cloud_cover,pressure_hpa,solar_zenith_deg,solar_azimuth_deg,power_output_kw
2023-01-02 21:00:00,21,2,1,0,0.0,4.63,73.11,3.39,0.287,1001.8,90.0,315.0,0.0
2023-01-02 22:00:00,22,2,1,0,0.0,3.52,79.26,0.94,0.305,1000.9,90.0,330.0,0.0
2023-01-02 23:00:00,23,2,1,0,0.0,2.01,80.27,3.22,0.367,1021.9,90.0,345.0,0.0
2023-01-03 00:00:00,0,3,1,1,0.0,0.82,90.0,1.88,0.392,1006.1,90.0,0.0,0.0
2023-01-03 01:00:00,1,3,1,1,0.0,4.35,89.93,4.64,0.378,1020.6,90.0,15.0,0.0
2023-01-03 02:00:00,2,3,1,1,0.0,4.82,72.35,2.53,0.209,1016.5,90.0,30.0,0.0
2023-01-03 03:00:00,3,3,1,1,0.0,3.05,91.54,5.89,0.369,1015.2,90.0,45.0,0.0
2023-01-03 04:00:00,4,3,1,1,0.0,3.92,74.33,7.03,0.315,1008.6,90.0,60.0,0.0
2023-01-03 05:00:00,5,3,1,1,0.0,5.34,80.04,2.17,0.317,1006.6,90.0,75.0,0.0
2023-01-03 06:00:00,6,3,1,1,0.0,6.38,66.76,5.93,0.275,1006.6,90.0,90.0,0.0
2023-01-03 07:00:00,7,3,1,1,103.03,3.8,79.27,1.99,0.38,1017.8,82.45,105.0,893.654
2023-01-03 08:00:00,8,3,1,1,199.09,5.23,92.52,3.14,0.374,1015.5,75.3,120.0,1728.671
2023-01-03 09:00:00,9,3,1,1,315.33,6.87,77.09,2.95,0.222,989.7,68.97,135.0,2752.92
2023-01-03 10:00:00,10,3,1,1,356.4,5.0,76.92,2.46,0.299,1023.8,63.93,150.0,3100.062
2023-01-03 11:00:00,11,3,1,1,415.59,4.01,62.86,4.13,0.253,1010.9,60.65,165.0,3622.097
2023-01-03 12:00:00,12,3,1,1,408.64,5.36,78.67,6.83,0.324,1014.0,59.5,180.0,3552.299
2023-01-03 13:00:00,13,3,1,1,416.56,6.81,77.5,4.39,0.259,1019.1,60.65,195.0,3630.678
2023-01-03 14:00:00,14,3,1,1,348.92,5.74,74.21,3.17,0.28,1003.6,63.93,210.0,3031.819
2023-01-03 15:00:00,15,3,1,1,297.92,4.96,76.44,1.48,0.304,1001.1,68.97,225.0,2594.595
2023-01-03 16:00:00,16,3,1,1,186.66,5.44,80.26,0.74,0.423,1006.0,75.3,240.0,1616.083
2023-01-03 17:00:00,17,3,1,1,98.94,4.37,81.79,2.75,0.402,1022.6,82.45,255.0,857.524
2023-01-03 18:00:00,18,3,1,1,11.27,2.23,81.46,1.24,0.384,1013.1,90.0,270.0,99.252
2023-01-03 19:00:00,19,3,1,1,0.0,-0.1,93.26,1.69,0.341,1021.8,90.0,285.0,0.0
2023-01-03 20:00:00,20,3,1,1,0.0,1.97,75.73,3.81,0.43,993.3,90.0,300.0,0.0
2023-01-03 21:00:00,21,3,1,1,0.0,4.94,92.44,1.71,0.351,1011.5,90.0,315.0,0.0
2023-01-03 22:00:00,22,3,1,1,0.0,2.43,78.61,2.21,0.283,1003.4,90.0,330.0,0.0
2023-01-03 23:00:00,23,3,1,1,0.0,2.78,85.68,3.85,0.331,1021.3,90.0,345.0,0.0
2023-01-04 00:00:00,0,4,1,2,0.0,4.63,88.33,3.88,0.326,1009.5,90.0,0.0,0.0
2023-01-04 01:00:00,1,4,1,2,0.0,4.98,82.52,2.64,0.399,1004.4,90.0,15.0,0.0
2023-01-04 02:00:00,2,4,1,2,0.0,2.72,79.12,1.32,0.228,1010.3,90.0,30.0,0.0
2023-01-04 03:00:00,3,4,1,2,0.0,3.26,83.69,2.59,0.406,999.3,90.0,45.0,0.0
2023-01-04 04:00:00,4,4,1,2,0.0,5.62,64.22,3.61,0.362,1013.2,90.0,60.0,0.0
2023-01-04 05:00:00,5,4,1,2,0.0,4.73,57.86,3.38,0.294,1003.5,90.0,75.0,0.0
2023-01-04 06:00:00,6,4,1,2,0.0,1.7,87.13,6.15,0.272,1003.9,90.0,90.0,0.0
2023-01-04 07:00:00,7,4,1,2,97.17,1.87,78.39,2.43,0.276,1012.8,82.44,105.0,841.498
2023-01-04 08:00:00,8,4,1,2,213.55,5.0,71.92,1.46,0.287,995.6,75.27,120.0,1860.824
2023-01-04 09:00:00,9,4,1,2,349.62,4.79,76.66,2.74,0.086,1010.0,68.92,135.0,3069.776
2023-01-04 10:00:00,10,4,1,2,403.48,7.58,73.01,2.66,0.166,1008.4,63.87,150.0,3531.406
2023-01-04 11:00:00,11,4,1,2,423.26,8.35,64.26,3.56,0.214,1023.6,60.58,165.0,3692.003
2023-01-04 12:00:00,12,4,1,2,407.22,7.8,84.06,7.41,0.286,1018.5,59.43,180.0,3539.409
2023-01-04 13:00:00,13,4,1,2,387.5,6.07,87.78,1.72,0.33,1006.5,60.58,195.0,3365.957
2023-01-04 14:00:00,14,4,1,2,374.2,4.97,80.51,4.06,0.29,1006.0,63.87,210.0,3262.281
2023-01-04 15:00:00,15,4,1,2,287.74,7.23,79.74,4.27,0.36,1016.1,68.92,225.0,2501.022
2023-01-04 16:00:00,16,4,1,2,200.54,6.65,77.5,2.91,0.296,1012.9,75.27,240.0,1742.105
2023-01-04 17:00:00,17,4,1,2,101.73,6.11,78.97,3.45,0.295,1023.6,82.44,255.0,882.7
2023-01-04 18:00:00,18,4,1,2,1.36,2.98,83.9,3.23,0.325,1014.7,90.0,270.0,11.651
2023-01-04 19:00:00,19,4,1,2,0.0,2.24,75.38,3.39,0.196,1014.8,90.0,285.0,0.0
2023-01-04 20:00:00,20,4,1,2,0.0,2.63,88.16,11.82,0.342,1018.4,90.0,300.0,0.0
2023-01-04 21:00:00,21,4,1,2,0.0,3.43,81.99,4.53,0.319,1025.7,90.0,315.0,0.0
2023-01-04 22:00:00,22,4,1,2,0.0,2.55,88.92,1.85,0.389,1013.9,90.0,330.0,0.0
2023-01-04 23:00:00,23,4,1,2,0.0,2.15,91.23,3.48,0.293,1019.3,90.0,345.0,0.0
2023-01-05 00:00:00,0,5,1,3,0.0,4.54,79.55,15.17,0.295,1012.6,90.0,0.0,0.0
2023-01-05 01:00:00,1,5,1,3,0.0,3.03,81.42,3.0,0.209,1007.0,90.0,15.0,0.0
2023-01-05 02:00:00,2,5,1,3,0.0,2.65,86.47,0.51,0.322,1018.4,90.0,30.0,0.0
2023-01-05 03:00:00,3,5,1,3,0.0,4.14,78.75,2.17,0.225,1007.9,90.0,45.0,0.0
2023-01-05 04:00:00,4,5,1,3,0.0,2.4,77.02,2.92,0.234,1003.5,90.0,60.0,0.0
2023-01-05 05:00:00,5,5,1,3,0.0,2.6,81.79,2.98,0.27,1009.6,90.0,75.0,0.0
2023-01-05 06:00:00,6,5,1,3,0.0,3.53,88.42,8.28,0.192,1017.6,90.0,90.0,0.0
2023-01-05 07:00:00,7,5,1,3,105.63,3.8,59.08,4.42,0.224,1012.4,82.42,105.0,918.563
2023-01-05 08:00:00,8,5,1,3,246.21,7.59,81.04,2.41,0.207,1023.5,75.23,120.0,2161.145
2023-01-05 09:00:00,9,5,1,3,292.58,7.09,78.99,4.25,0.321,1020.5,68.87,135.0,2544.791
2023-01-05 10:00:00,10,5,1,3,356.17,7.12,72.28,2.83,0.258,1031.9,63.8,150.0,3096.56
2023-01-05 11:00:00,11,5,1,3,436.55,9.44,81.04,2.87,0.233,1012.1,60.5,165.0,3813.433
2023-01-05 12:00:00,12,5,1,3,425.49,7.59,66.58,7.78,0.264,1018.0,59.35,180.0,3705.2
2023-01-05 13:00:00,13,5,1,3,356.33,8.95,75.3,8.98,0.433,1025.3,60.5,195.0,3082.714
2023-01-05 14:00:00,14,5,1,3,332.75,5.44,90.66,4.6,0.376,1001.1,63.8,210.0,2884.148
2023-01-05 15:00:00,15,5,1,3,295.01,5.35,63.25,2.31,0.284,1024.5,68.87,225.0,2566.624
2023-01-05 16:00:00,16,5,1,3,176.46,4.03,86.67,8.99,0.444,1000.4,75.23,240.0,1523.993
2023-01-05 17:00:00,17,5,1,3,77.54,5.26,94.24,4.38,0.497,1024.6,82.42,255.0,665.716
2023-01-05 18:00:00,18,5,1,3,0.0,1.15,91.18,3.75,0.313,1016.1,90.0,270.0,0.0
2023-01-05 19:00:00,19,5,1,3,0.0,2.91,86.1,2.2,0.412,1011.9,90.0,285.0,0.0
2023-01-05 20:00:00,20,5,1,3,0.0,0.73,74.35,3.04,0.281,1004.7,90.0,300.0,0.0
2023-01-05 21:00:00,21,5,1,3,0.0,3.66,85.29,13.11,0.204,1002.6,90.0,315.0,0.0
2023-01-05 22:00:00,22,5,1,3,0.0,3.44,74.04,1.05,0.24,1010.4,90.0,330.0,0.0
2023-01-05 23:00:00,23,5,1,3,0.0,4.3,76.64,18.0,0.216,1009.2,90.0,345.0,0.0
2023-01-06 00:00:00,0,6,1,4,0.0,6.88,76.3,9.09,0.261,1007.2,90.0,0.0,0.0
2023-01-06 01:00:00,1,6,1,4,0.0,6.55,66.76,8.04,0.243,1009.5,90.0,15.0,0.0
2023-01-06 02:00:00,2,6,1,4,0.0,4.75,90.32,4.27,0.339,1019.4,90.0,30.0,0.0
2023-01-06 03:00:00,3,6,1,4,0.0,3.01,80.9,2.5,0.352,1026.0,90.0,45.0,0.0
2023-01-06 04:00:00,4,6,1,4,0.0,3.81,82.93,2.45,0.478,1009.8,90.0,60.0,0.0
2023-01-06 05:00:00,5,6,1,4,0.0,2.93,76.98,1.54,0.361,1013.6,90.0,75.0,0.0
2023-01-06 06:00:00,6,6,1,4,0.0,2.42,76.4,2.79,0.35,1004.4,90.0,90.0,0.0
2023-01-06 07:00:00,7,6,1,4,122.9,1.63,86.03,2.93,0.27,1010.4,82.4,105.0,1076.697
2023-01-06 08:00:00,8,6,1,4,203.53,5.18,84.03,4.48,0.302,1007.7,75.2,120.0,1768.818
2023-01-06 09:00:00,9,6,1,4,280.44,6.77,98.0,1.53,0.365,1019.3,68.82,135.0,2433.697
2023-01-06 10:00:00,10,6,1,4,380.09,7.91,72.8,1.85,0.231,1005.8,63.74,150.0,3314.529
2023-01-06 11:00:00,11,6,1,4,369.03,7.56,75.05,1.55,0.374,1016.4,60.43,165.0,3197.852
2023-01-06 12:00:00,12,6,1,4,372.55,6.48,88.0,4.07,0.366,1005.6,59.27,180.0,3224.589
2023-01-06 13:00:00,13,6,1,4,340.42,6.64,87.61,4.96,0.46,1027.4,60.43,195.0,2939.454
2023-01-06 14:00:00,14,6,1,4,325.1,8.37,76.05,7.32,0.403,1019.2,63.74,210.0,2814.657
2023-01-06 15:00:00,15,6,1,4,302.59,3.79,82.11,2.03,0.266,1013.8,68.82,225.0,2635.974
2023-01-06 16:00:00,16,6,1,4,199.13,4.76,92.91,2.89,0.362,1021.4,75.2,240.0,1728.417
2023-01-06 17:00:00,17,6,1,4,107.06,4.6,71.44,1.9,0.382,1019.9,82.4,255.0,930.302
2023-01-06 18:00:00,18,6,1,4,0.0,2.91,74.41,1.98,0.284,1018.0,90.0,270.0,0.0
2023-01-06 19:00:00,19,6,1,4,0.0,0.21,86.68,4.39,0.321,1004.4,90.0,285.0,0.0
2023-01-06 20:00:00,20,6,1,4,0.0,2.93,76.9,16.47,0.382,1022.3,90.0,300.0,0.0
2023-01-06 21:00:00,21,6,1,4,0.0,5.27,74.7,2.42,0.347,1022.0,90.0,315.0,0.0
2023-01-06 22:00:00,22,6,1,4,0.0,2.04,90.61,1.21,0.271,1009.4,90.0,330.0,0.0
2023-01-06 23:00:00,23,6,1,4,0.0,-1.29,89.73,10.6,0.42,1018.0,90.0,345.0,0.0
2023-01-07 00:00:00,0,7,1,5,0.0,6.59,79.25,1.22,0.398,996.5,90.0,0.0,0.0
2023-01-07 01:00:00,1,7,1,5,0.0,2.96,76.59,2.7,0.409,998.8,90.0,15.0,0.0
2023-01-07 02:00:00,2,7,1,5,0.0,2.13,86.62,3.4,0.419,1012.7,90.0,30.0,0.0
2023-01-07 03:00:00,3,7,1,5,0.0,3.42,90.69,5.99,0.352,1021.0,90.0,45.0,0.0
2023-01-07 04:00:00,4,7,1,5,0.0,4.07,71.46,7.63,0.402,1016.3,90.0,60.0,0.0
2023-01-07 05:00:00,5,7,1,5,0.0,2.64,71.94,2.86,0.341,1012.9,90.0,75.0,0.0
2023-01-07 06:00:00,6,7,1,5,0.0,3.78,86.34,10.52,0.346,1014.4,90.0,90.0,0.0
2023-01-07 07:00:00,7,7,1,5,110.82,4.44,75.95,2.91,0.349,1014.1,82.38,105.0,965.571
2023-01-07 08:00:00,8,7,1,5,179.77,4.56,75.98,1.49,0.454,1007.4,75.16,120.0,1553.696
2023-01-07 09:00:00,9,7,1,5,219.89,3.97,78.03,3.19,0.483,1019.0,68.76,135.0,1888.873
2023-01-07 10:00:00,10,7,1,5,331.61,9.05,83.34,2.84,0.376,1018.0,63.67,150.0,2873.047
2023-01-07 11:00:00,11,7,1,5,419.39,8.3,82.09,2.52,0.296,1027.6,60.34,165.0,3655.055
2023-01-07 12:00:00,12,7,1,5,471.25,6.44,78.51,5.93,0.175,1018.6,59.19,180.0,4124.834
2023-01-07 13:00:00,13,7,1,5,370.88,8.06,74.26,1.33,0.357,1031.6,60.34,195.0,3214.106
2023-01-07 14:00:00,14,7,1,5,366.81,5.75,71.29,4.72,0.271,1009.3,63.67,210.0,3193.382
2023-01-07 15:00:00,15,7,1,5,301.18,6.36,72.41,3.45,0.266,1022.6,68.76,225.0,2622.609
2023-01-07 16:00:00,16,7,1,5,234.69,6.48,69.0,1.7,0.215,1027.6,75.16,240.0,2053.515
2023-01-07 17:00:00,17,7,1,5,95.77,5.32,75.61,3.64,0.3,1002.5,82.38,255.0,828.853
2023-01-07 18:00:00,18,7,1,5,8.46,2.98,79.68,8.28,0.239,1003.8,90.0,270.0,74.75
2023-01-07 19:00:00,19,7,1,5,0.0,3.78,84.84,4.84,0.247,1014.8,90.0,285.0,0.0
2023-01-07 20:00:00,20,7,1,5,0.0,1.6,81.03,2.36,0.251,1017.6,90.0,300.0,0.0
2023-01-07 21:00:00,21,7,1,5,0.0,2.8,79.97,5.51,0.328,1029.1,90.0,315.0,0.0
2023-01-07 22:00:00,22,7,1,5,0.0,6.1,95.4,1.53,0.483,1009.0,90.0,330.0,0.0
2023-01-07 23:00:00,23,7,1,5,0.0,1.9,52.63,4.38,0.249,996.4,90.0,345.0,0.0
2023-01-08 00:00:00,0,8,1,6,0.0,4.25,84.09,8.95,0.268,1015.2,90.0,0.0,0.0
2023-01-08 01:00:00,1,8,1,6,0.0,5.78,81.88,1.56,0.266,1013.5,90.0,15.0,0.0
2023-01-08 02:00:00,2,8,1,6,0.0,1.1,85.38,6.01,0.249,1016.7,90.0,30.0,0.0
2023-01-08 03:00:00,3,8,1,6,0.0,6.11,84.4,1.77,0.243,1006.0,90.0,45.0,0.0
2023-01-08 04:00:00,4,8,1,6,0.0,6.19,67.34,3.23,0.239,998.7,90.0,60.0,0.0
2023-01-08 05:00:00,5,8,1,6,0.0,2.95,88.98,1.32,0.335,1027.4,90.0,75.0,0.0
2023-01-08 06:00:00,6,8,1,6,0.0,4.09,83.45,6.65,0.332,1018.2,90.0,90.0,0.0
2023-01-08 07:00:00,7,8,1,6,119.6,3.58,77.22,1.69,0.313,1027.4,82.36,105.0,1045.864
2023-01-08 08:00:00,8,8,1,6,192.17,4.42,86.35,2.84,0.392,1003.1,75.12,120.0,1665.154
2023-01-08 09:00:00,9,8,1,6,270.64,4.78,82.61,7.03,0.401,1014.3,68.7,135.0,2344.603
2023-01-08 10:00:00,10,8,1,6,334.45,9.66,69.7,4.61,0.398,1019.6,63.59,150.0,2898.248
2023-01-08 11:00:00,11,8,1,6,387.26,7.17,61.22,5.75,0.307,1021.4,60.26,165.0,3362.108
2023-01-08 12:00:00,12,8,1,6,391.47,5.57,69.25,6.14,0.36,1024.5,59.1,180.0,3395.115
2023-01-08 13:00:00,13,8,1,6,400.04,9.07,69.54,4.23,0.276,1005.6,60.26,195.0,3478.467
2023-01-08 14:00:00,14,8,1,6,334.23,8.13,81.0,10.62,0.367,1012.5,63.59,210.0,2896.527
2023-01-08 15:00:00,15,8,1,6,296.91,7.05,66.4,4.64,0.327,1019.0,68.7,225.0,2583.546
2023-01-08 16:00:00,16,8,1,6,180.87,4.67,85.69,3.03,0.457,1014.6,75.12,240.0,1563.166
2023-01-08 17:00:00,17,8,1,6,91.72,4.08,84.43,2.77,0.41,996.0,82.36,255.0,791.557
2023-01-08 18:00:00,18,8,1,6,0.2,6.76,97.62,2.73,0.479,1018.1,90.0,270.0,2.024
2023-01-08 19:00:00,19,8,1,6,0.0,3.2,87.71,3.2,0.519,1016.6,90.0,285.0,0.0
2023-01-08 20:00:00,20,8,1,6,0.0,0.86,67.0,5.82,0.362,1009.2,90.0,300.0,0.0
2023-01-08 21:00:00,21,8,1,6,0.0,4.77,92.17,1.49,0.491,1014.6,90.0,315.0,0.0
2023-01-08 22:00:00,22,8,1,6,0.0,4.92,73.72,1.05,0.398,996.4,90.0,330.0,0.0
2023-01-08 23:00:00,23,8,1,6,0.0,6.37,70.18,1.12,0.3,1026.7,90.0,345.0,0.0
2023-01-09 00:00:00,0,9,1,0,0.0,3.82,82.88,1.9,0.525,1013.5,90.0,0.0,0.0
2023-01-09 01:00:00,1,9,1,0,0.0,4.82,84.41,3.39,0.343,1007.1,90.0,15.0,0.0
2023-01-09 02:00:00,2,9,1,0,0.0,4.52,78.29,7.59,0.355,1027.2,90.0,30.0,0.0
2023-01-09 03:00:00,3,9,1,0,0.0,2.65,79.5,3.34,0.227,1000.0,90.0,45.0,0.0
2023-01-09 04:00:00,4,9,1,0,0.0,1.67,74.5,3.89,0.307,1008.8,90.0,60.0,0.0
2023-01-09 05:00:00,5,9,1,0,0.0,4.65,71.29,4.67,0.368,1023.2,90.0,75.0,0.0
2023-01-09 06:00:00,6,9,1,0,0.0,4.76,82.01,5.18,0.36,1005.3,90.0,90.0,0.0
2023-01-09 07:00:00,7,9,1,0,99.27,1.11,71.28,7.37,0.368,1008.0,82.34,105.0,859.416
2023-01-09 08:00:00,8,9,1,0,243.2,6.52,68.56,2.53,0.124,1013.7,75.08,120.0,2131.855
2023-01-09 09:00:00,9,9,1,0,278.78,6.43,75.45,2.61,0.312,1017.9,68.64,135.0,2417.954
2023-01-09 10:00:00,10,9,1,0,380.44,7.84,78.4,2.51,0.29,1013.1,63.51,150.0,3316.88
2023-01-09 11:00:00,11,9,1,0,447.12,6.86,73.22,8.08,0.19,1015.4,60.17,165.0,3908.315
2023-01-09 12:00:00,12,9,1,0,453.76,9.9,70.84,5.47,0.215,1013.9,59.0,180.0,3962.855
2023-01-09 13:00:00,13,9,1,0,393.96,9.13,66.44,3.62,0.329,1012.7,60.17,195.0,3423.139
2023-01-09 14:00:00,14,9,1,0,351.67,5.1,76.69,12.62,0.354,1012.1,63.51,210.0,3054.359
2023-01-09 15:00:00,15,9,1,0,243.0,5.08,81.04,2.71,0.505,1012.0,68.64,225.0,2095.466
2023-01-09 16:00:00,16,9,1,0,179.8,5.81,84.56,1.86,0.444,1011.2,75.08,240.0,1553.32
2023-01-09 17:00:00,17,9,1,0,103.35,3.83,73.18,1.46,0.282,997.2,82.34,255.0,897.245
2023-01-09 18:00:00,18,9,1,0,9.89,5.34,72.8,4.54,0.361,1027.9,90.0,270.0,87.552
2023-01-09 19:00:00,19,9,1,0,0.0,1.17,73.68,1.55,0.366,1003.3,90.0,285.0,0.0
2023-01-09 20:00:00,20,9,1,0,0.0,3.33,79.45,4.93,0.195,1008.4,90.0,300.0,0.0
2023-01-09 21:00:00,21,9,1,0,0.0,0.08,78.78,2.79,0.232,1022.6,90.0,315.0,0.0
2023-01-09 22:00:00,22,9,1,0,0.0,3.11,78.22,2.23,0.239,1028.2,90.0,330.0,0.0
2023-01-09 23:00:00,23,9,1,0,0.0,5.8,76.23,5.45,0.383,1021.8,90.0,345.0,0.0
2023-01-10 00:00:00,0,10,1,1,0.0,3.71,77.14,2.31,0.329,1017.9,90.0,0.0,0.0
2023-01-10 01:00:00,1,10,1,1,0.0,3.84,76.76,2.13,0.385,1015.7,90.0,15.0,0.0
2023-01-10 02:00:00,2,10,1,1,0.0,4.96,84.91,3.27,0.393,1010.5,90.0,30.0,0.0
2023-01-10 03:00:00,3,10,1,1,0.0,4.59,80.24,2.34,0.329,1018.1,90.0,45.0,0.0
2023-01-10 04:00:00,4,10,1,1,0.0,3.63,93.45,5.36,0.38,1021.8,90.0,60.0,0.0
2023-01-10 05:00:00,5,10,1,1,0.0,5.77,76.92,7.76,0.348,1021.3,90.0,75.0,0.0
2023-01-10 06:00:00,6,10,1,1,0.0,3.99,94.0,13.3,0.379,1021.9,90.0,90.0,0.0
2023-01-10 07:00:00,7,10,1,1,95.67,5.64,77.03,2.55,0.341,1008.9,82.32,105.0,827.254
2023-01-10 08:00:00,8,10,1,1,216.95,7.21,81.25,2.25,0.297,1013.3,75.03,120.0,1890.167
2023-01-10 09:00:00,9,10,1,1,289.6,2.98,75.7,1.42,0.299,998.2,68.58,135.0,2515.026
2023-01-10 10:00:00,10,10,1,1,338.62,6.18,82.67,4.18,0.337,1023.6,63.43,150.0,2935.737
2023-01-10 11:00:00,11,10,1,1,355.96,6.77,61.27,7.07,0.408,1012.4,60.07,165.0,3077.925
2023-01-10 12:00:00,12,10,1,1,386.4,8.78,67.77,1.55,0.389,998.8,58.9,180.0,3348.561
2023-01-10 13:00:00,13,10,1,1,374.88,10.27,68.21,1.38,0.363,1015.0,60.07,195.0,3249.366
2023-01-10 14:00:00,14,10,1,1,337.59,4.46,97.93,18.0,0.404,1022.1,63.43,210.0,2926.223
2023-01-10 15:00:00,15,10,1,1,274.16,6.0,88.47,1.52,0.392,1012.3,68.58,225.0,2376.285
2023-01-10 16:00:00,16,10,1,1,201.76,7.44,80.1,2.18,0.349,1016.8,75.03,240.0,1751.423
2023-01-10 17:00:00,17,10,1,1,123.16,2.22,75.76,0.86,0.193,1008.9,82.32,255.0,1078.095
2023-01-10 18:00:00,18,10,1,1,4.83,4.37,73.8,0.64,0.247,1005.7,90.0,270.0,42.986
2023-01-10 19:00:00,19,10,1,1,0.0,3.44,72.89,2.93,0.175,1016.5,90.0,285.0,0.0
