timestamp,hour_of_day,day_of_year,month,day_of_week,is_weekend,temperature_c,humidity_pct,wind_speed_ms,solar_irradiance,solar_generation_kw,demand_mw,solar_contribution_pct
2023-01-02 07:00:00,7,2,1,0,0,7.52,69.59,6.11,113.12,987.392,7191.87,35.0
2023-01-02 08:00:00,8,2,1,0,0,6.74,83.61,5.13,170.49,1470.4,5731.97,35.0
2023-01-02 09:00:00,9,2,1,0,0,4.51,68.57,2.82,277.33,2406.465,4500.0,35.0
2023-01-02 10:00:00,10,2,1,0,0,8.84,68.74,7.32,337.63,2929.112,4500.0,35.0
2023-01-02 11:00:00,11,2,1,0,0,4.52,84.57,3.6,362.74,3141.649,4500.0,35.0
2023-01-02 12:00:00,12,2,1,0,0,7.51,77.42,1.48,365.91,3165.516,4500.0,35.0
2023-01-02 13:00:00,13,2,1,0,0,6.48,72.01,2.39,392.03,3407.302,4500.0,35.0
2023-01-02 14:00:00,14,2,1,0,0,5.72,76.54,4.22,319.34,2763.678,4500.0,35.0
2023-01-02 15:00:00,15,2,1,0,0,6.49,87.76,1.72,268.05,2322.66,4500.0,35.0
2023-01-02 16:00:00,16,2,1,0,0,6.23,77.89,2.38,194.19,1684.545,4500.0,35.0
2023-01-02 17:00:00,17,2,1,0,0,5.53,85.03,1.91,98.47,852.817,7667.74,35.0
2023-01-02 18:00:00,18,2,1,0,0,3.19,68.11,4.14,1.24,10.658,11301.14,0.33
2023-01-02 19:00:00,19,2,1,0,0,1.96,81.25,2.23,0.0,0.0,11077.16,0.0
2023-01-02 20:00:00,20,2,1,0,0,2.59,80.76,4.86,0.0,0.0,11099.27,0.0
2023-01-02 21:00:00,21,2,1,0,0,4.63,73.11,3.39,0.0,0.0,10745.83,0.0
2023-01-02 22:00:00,22,2,1,0,0,3.52,79.26,0.94,0.0,0.0,10630.6,0.0
2023-01-02 23:00:00,23,2,1,0,0,2.01,80.27,3.22,0.0,0.0,10535.67,0.0
2023-01-03 00:00:00,0,3,1,1,0,0.82,90.0,1.88,0.0,0.0,10836.04,0.0
2023-01-03 01:00:00,1,3,1,1,0,4.35,89.93,4.64,0.0,0.0,9921.07,0.0
2023-01-03 02:00:00,2,3,1,1,0,4.82,72.35,2.53,0.0,0.0,9720.37,0.0
2023-01-03 03:00:00,3,3,1,1,0,3.05,91.54,5.89,0.0,0.0,10017.85,0.0
2023-01-03 04:00:00,4,3,1,1,0,3.92,74.33,7.03,0.0,0.0,9865.84,0.0
2023-01-03 05:00:00,5,3,1,1,0,5.34,80.04,2.17,0.0,0.0,9875.05,0.0
2023-01-03 06:00:00,6,3,1,1,0,6.38,66.76,5.93,0.0,0.0,10612.95,0.0
2023-01-03 07:00:00,7,3,1,1,0,3.8,79.27,1.99,103.03,893.654,7787.74,35.0
2023-01-03 08:00:00,8,3,1,1,0,5.23,92.52,3.14,199.09,1728.671,4841.53,35.0
2023-01-03 09:00:00,9,3,1,1,0,6.87,77.09,2.95,315.33,2752.92,4500.0,35.0
2023-01-03 10:00:00,10,3,1,1,0,5.0,76.92,2.46,356.4,3100.062,4500.0,35.0
2023-01-03 11:00:00,11,3,1,1,0,4.01,62.86,4.13,415.59,3622.097,4500.0,35.0
2023-01-03 12:00:00,12,3,1,1,0,5.36,78.67,6.83,408.64,3552.299,4500.0,35.0
2023-01-03 13:00:00,13,3,1,1,0,6.81,77.5,4.39,416.56,3630.678,4500.0,35.0
2023-01-03 14:00:00,14,3,1,1,0,5.74,74.21,3.17,348.92,3031.819,4500.0,35.0
2023-01-03 15:00:00,15,3,1,1,0,4.96,76.44,1.48,297.92,2594.595,4500.0,35.0
2023-01-03 16:00:00,16,3,1,1,0,5.44,80.26,0.74,186.66,1616.083,4672.14,35.0
2023-01-03 17:00:00,17,3,1,1,0,4.37,81.79,2.75,98.94,857.524,7766.59,35.0
2023-01-03 18:00:00,18,3,1,1,0,2.23,81.46,1.24,11.27,99.252,10828.72,3.21
2023-01-03 19:00:00,19,3,1,1,0,-0.1,93.26,1.69,0.0,0.0,11465.63,0.0
2023-01-03 20:00:00,20,3,1,1,0,1.97,75.73,3.81,0.0,0.0,11282.49,0.0
2023-01-03 21:00:00,21,3,1,1,0,4.94,92.44,1.71,0.0,0.0,10716.25,0.0
2023-01-03 22:00:00,22,3,1,1,0,2.43,78.61,2.21,0.0,0.0,10621.46,0.0
2023-01-03 23:00:00,23,3,1,1,0,2.78,85.68,3.85,0.0,0.0,10450.02,0.0
2023-01-04 00:00:00,0,4,1,2,0,4.63,88.33,3.88,0.0,0.0,9955.65,0.0
2023-01-04 01:00:00,1,4,1,2,0,4.98,82.52,2.64,0.0,0.0,10138.16,0.0
2023-01-04 02:00:00,2,4,1,2,0,2.72,79.12,1.32,0.0,0.0,10373.91,0.0
2023-01-04 03:00:00,3,4,1,2,0,3.26,83.69,2.59,0.0,0.0,9989.04,0.0
2023-01-04 04:00:00,4,4,1,2,0,5.62,64.22,3.61,0.0,0.0,10080.52,0.0
2023-01-04 05:00:00,5,4,1,2,0,4.73,57.86,3.38,0.0,0.0,10086.39,0.0
2023-01-04 06:00:00,6,4,1,2,0,1.7,87.13,6.15,0.0,0.0,10842.0,0.0
2023-01-04 07:00:00,7,4,1,2,0,1.87,78.39,2.43,97.17,841.498,8350.25,35.0
2023-01-04 08:00:00,8,4,1,2,0,5.0,71.92,1.46,213.55,1860.824,4500.0,35.0
2023-01-04 09:00:00,9,4,1,2,0,4.79,76.66,2.74,349.62,3069.776,4500.0,35.0
2023-01-04 10:00:00,10,4,1,2,0,7.58,73.01,2.66,403.48,3531.406,4500.0,35.0
2023-01-04 11:00:00,11,4,1,2,0,8.35,64.26,3.56,423.26,3692.003,4500.0,35.0
2023-01-04 12:00:00,12,4,1,2,0,7.8,84.06,7.41,407.22,3539.409,4500.0,35.0
2023-01-04 13:00:00,13,4,1,2,0,6.07,87.78,1.72,387.5,3365.957,4500.0,35.0
2023-01-04 14:00:00,14,4,1,2,0,4.97,80.51,4.06,374.2,3262.281,4500.0,35.0
2023-01-04 15:00:00,15,4,1,2,0,7.23,79.74,4.27,287.74,2501.022,4500.0,35.0
2023-01-04 16:00:00,16,4,1,2,0,6.65,77.5,2.91,200.54,1742.105,4500.0,35.0
2023-01-04 17:00:00,17,4,1,2,0,6.11,78.97,3.45,101.73,882.7,7270.99,35.0
2023-01-04 18:00:00,18,4,1,2,0,2.98,83.9,3.23,1.36,11.651,11250.94,0.36
2023-01-04 19:00:00,19,4,1,2,0,2.24,75.38,3.39,0.0,0.0,11595.02,0.0
2023-01-04 20:00:00,20,4,1,2,0,2.63,88.16,11.82,0.0,0.0,11367.23,0.0
2023-01-04 21:00:00,21,4,1,2,0,3.43,81.99,4.53,0.0,0.0,10950.2,0.0
2023-01-04 22:00:00,22,4,1,2,0,2.55,88.92,1.85,0.0,0.0,10786.94,0.0
2023-01-04 23:00:00,23,4,1,2,0,2.15,91.23,3.48,0.0,0.0,10574.92,0.0
2023-01-05 00:00:00,0,5,1,3,0,4.54,79.55,15.17,0.0,0.0,10028.12,0.0
2023-01-05 01:00:00,1,5,1,3,0,3.03,81.42,3.0,0.0,0.0,10158.98,0.0
2023-01-05 02:00:00,2,5,1,3,0,2.65,86.47,0.51,0.0,0.0,9926.82,0.0
2023-01-05 03:00:00,3,5,1,3,0,4.14,78.75,2.17,0.0,0.0,9619.22,0.0
2023-01-05 04:00:00,4,5,1,3,0,2.4,77.02,2.92,0.0,0.0,10143.54,0.0
2023-01-05 05:00:00,5,5,1,3,0,2.6,81.79,2.98,0.0,0.0,10463.31,0.0
2023-01-05 06:00:00,6,5,1,3,0,3.53,88.42,8.28,0.0,0.0,10541.32,0.0
2023-01-05 07:00:00,7,5,1,3,0,3.8,59.08,4.42,105.63,918.563,7698.72,35.0
2023-01-05 08:00:00,8,5,1,3,0,7.59,81.04,2.41,246.21,2161.145,4500.0,35.0
2023-01-05 09:00:00,9,5,1,3,0,7.09,78.99,4.25,292.58,2544.791,4500.0,35.0
2023-01-05 10:00:00,10,5,1,3,0,7.12,72.28,2.83,356.17,3096.56,4500.0,35.0
2023-01-05 11:00:00,11,5,1,3,0,9.44,81.04,2.87,436.55,3813.433,4500.0,35.0
2023-01-05 12:00:00,12,5,1,3,0,7.59,66.58,7.78,425.49,3705.2,4500.0,35.0
2023-01-05 13:00:00,13,5,1,3,0,8.95,75.3,8.98,356.33,3082.714,4500.0,35.0
2023-01-05 14:00:00,14,5,1,3,0,5.44,90.66,4.6,332.75,2884.148,4500.0,35.0
2023-01-05 15:00:00,15,5,1,3,0,5.35,63.25,2.31,295.01,2566.624,4500.0,35.0
2023-01-05 16:00:00,16,5,1,3,0,4.03,86.67,8.99,176.46,1523.993,5242.12,35.0
2023-01-05 17:00:00,17,5,1,3,0,5.26,94.24,4.38,77.54,665.716,8317.48,28.01
2023-01-05 18:00:00,18,5,1,3,0,1.15,91.18,3.75,0.0,0.0,11249.68,0.0
2023-01-05 19:00:00,19,5,1,3,0,2.91,86.1,2.2,0.0,0.0,11269.07,0.0
2023-01-05 20:00:00,20,5,1,3,0,0.73,74.35,3.04,0.0,0.0,11604.43,0.0
2023-01-05 21:00:00,21,5,1,3,0,3.66,85.29,13.11,0.0,0.0,11013.35,0.0
2023-01-05 22:00:00,22,5,1,3,0,3.44,74.04,1.05,0.0,0.0,10727.85,0.0
2023-01-05 23:00:00,23,5,1,3,0,4.3,76.64,18.0,0.0,0.0,10448.45,0.0
2023-01-06 00:00:00,0,6,1,4,0,6.88,76.3,9.09,0.0,0.0,10113.49,0.0
2023-01-06 01:00:00,1,6,1,4,0,6.55,66.76,8.04,0.0,0.0,9787.9,0.0
2023-01-06 02:00:00,2,6,1,4,0,4.75,90.32,4.27,0.0,0.0,10122.24,0.0
2023-01-06 03:00:00,3,6,1,4,0,3.01,80.9,2.5,0.0,0.0,10238.71,0.0
2023-01-06 04:00:00,4,6,1,4,0,3.81,82.93,2.45,0.0,0.0,9888.4,0.0
2023-01-06 05:00:00,5,6,1,4,0,2.93,76.98,1.54,0.0,0.0,10435.84,0.0
2023-01-06 06:00:00,6,6,1,4,0,2.42,76.4,2.79,0.0,0.0,10694.06,0.0
2023-01-06 07:00:00,7,6,1,4,0,1.63,86.03,2.93,122.9,1076.697,7818.21,35.0
2023-01-06 08:00:00,8,6,1,4,0,5.18,84.03,4.48,203.53,1768.818,4612.83,35.0
2023-01-06 09:00:00,9,6,1,4,0,6.77,98.0,1.53,280.44,2433.697,4500.0,35.0
2023-01-06 10:00:00,10,6,1,4,0,7.91,72.8,1.85,380.09,3314.529,4500.0,35.0
2023-01-06 11:00:00,11,6,1,4,0,7.56,75.05,1.55,369.03,3197.852,4500.0,35.0
2023-01-06 12:00:00,12,6,1,4,0,6.48,88.0,4.07,372.55,3224.589,4500.0,35.0
2023-01-06 13:00:00,13,6,1,4,0,6.64,87.61,4.96,340.42,2939.454,4500.0,35.0
2023-01-06 14:00:00,14,6,1,4,0,8.37,76.05,7.32,325.1,2814.657,4500.0,35.0
2023-01-06 15:00:00,15,6,1,4,0,3.79,82.11,2.03,302.59,2635.974,4500.0,35.0
2023-01-06 16:00:00,16,6,1,4,0,4.76,92.91,2.89,199.13,1728.417,4500.0,35.0
2023-01-06 17:00:00,17,6,1,4,0,4.6,71.44,1.9,107.06,930.302,7303.93,35.0
2023-01-06 18:00:00,18,6,1,4,0,2.91,74.41,1.98,0.0,0.0,10998.21,0.0
2023-01-06 19:00:00,19,6,1,4,0,0.21,86.68,4.39,0.0,0.0,11392.73,0.0
2023-01-06 20:00:00,20,6,1,4,0,2.93,76.9,16.47,0.0,0.0,11042.46,0.0
2023-01-06 21:00:00,21,6,1,4,0,5.27,74.7,2.42,0.0,0.0,10588.17,0.0
2023-01-06 22:00:00,22,6,1,4,0,2.04,90.61,1.21,0.0,0.0,11113.07,0.0
2023-01-06 23:00:00,23,6,1,4,0,-1.29,89.73,10.6,0.0,0.0,11408.32,0.0
2023-01-07 00:00:00,0,7,1,5,1,6.59,79.25,1.22,0.0,0.0,9360.45,0.0
2023-01-07 01:00:00,1,7,1,5,1,2.96,76.59,2.7,0.0,0.0,9348.15,0.0
2023-01-07 02:00:00,2,7,1,5,1,2.13,86.62,3.4,0.0,0.0,9855.33,0.0
2023-01-07 03:00:00,3,7,1,5,1,3.42,90.69,5.99,0.0,0.0,9500.59,0.0
2023-01-07 04:00:00,4,7,1,5,1,4.07,71.46,7.63,0.0,0.0,9509.57,0.0
2023-01-07 05:00:00,5,7,1,5,1,2.64,71.94,2.86,0.0,0.0,9707.64,0.0
2023-01-07 06:00:00,6,7,1,5,1,3.78,86.34,10.52,0.0,0.0,9974.57,0.0
2023-01-07 07:00:00,7,7,1,5,1,4.44,75.95,2.91,110.82,965.571,6674.87,35.0
2023-01-07 08:00:00,8,7,1,5,1,4.56,75.98,1.49,179.77,1553.696,4889.94,35.0
2023-01-07 09:00:00,9,7,1,5,1,3.97,78.03,3.19,219.89,1888.873,4500.0,35.0
2023-01-07 10:00:00,10,7,1,5,1,9.05,83.34,2.84,331.61,2873.047,4500.0,35.0
2023-01-07 11:00:00,11,7,1,5,1,8.3,82.09,2.52,419.39,3655.055,4500.0,35.0
2023-01-07 12:00:00,12,7,1,5,1,6.44,78.51,5.93,471.25,4124.834,4500.0,35.0
2023-01-07 13:00:00,13,7,1,5,1,8.06,74.26,1.33,370.88,3214.106,4500.0,35.0
2023-01-07 14:00:00,14,7,1,5,1,5.75,71.29,4.72,366.81,3193.382,4500.0,35.0
2023-01-07 15:00:00,15,7,1,5,1,6.36,72.41,3.45,301.18,2622.609,4500.0,35.0
2023-01-07 16:00:00,16,7,1,5,1,6.48,69.0,1.7,234.69,2053.515,4500.0,35.0
2023-01-07 17:00:00,17,7,1,5,1,5.32,75.61,3.64,95.77,828.853,7293.52,35.0
2023-01-07 18:00:00,18,7,1,5,1,2.98,79.68,8.28,8.46,74.75,10337.86,2.53
2023-01-07 19:00:00,19,7,1,5,1,3.78,84.84,4.84,0.0,0.0,10349.84,0.0
2023-01-07 20:00:00,20,7,1,5,1,1.6,81.03,2.36,0.0,0.0,11045.18,0.0
2023-01-07 21:00:00,21,7,1,5,1,2.8,79.97,5.51,0.0,0.0,10496.45,0.0
2023-01-07 22:00:00,22,7,1,5,1,6.1,95.4,1.53,0.0,0.0,9680.09,0.0
2023-01-07 23:00:00,23,7,1,5,1,1.9,52.63,4.38,0.0,0.0,10488.27,0.0
2023-01-08 00:00:00,0,8,1,6,1,4.25,84.09,8.95,0.0,0.0,9466.37,0.0
2023-01-08 01:00:00,1,8,1,6,1,5.78,81.88,1.56,0.0,0.0,9088.39,0.0
2023-01-08 02:00:00,2,8,1,6,1,1.1,85.38,6.01,0.0,0.0,9502.0,0.0
2023-01-08 03:00:00,3,8,1,6,1,6.11,84.4,1.77,0.0,0.0,9222.11,0.0
2023-01-08 04:00:00,4,8,1,6,1,6.19,67.34,3.23,0.0,0.0,9365.43,0.0
2023-01-08 05:00:00,5,8,1,6,1,2.95,88.98,1.32,0.0,0.0,9787.43,0.0
2023-01-08 06:00:00,6,8,1,6,1,4.09,83.45,6.65,0.0,0.0,9855.86,0.0
2023-01-08 07:00:00,7,8,1,6,1,3.58,77.22,1.69,119.6,1045.864,6980.28,35.0
2023-01-08 08:00:00,8,8,1,6,1,4.42,86.35,2.84,192.17,1665.154,4537.73,35.0
2023-01-08 09:00:00,9,8,1,6,1,4.78,82.61,7.03,270.64,2344.603,4500.0,35.0
2023-01-08 10:00:00,10,8,1,6,1,9.66,69.7,4.61,334.45,2898.248,4500.0,35.0
2023-01-08 11:00:00,11,8,1,6,1,7.17,61.22,5.75,387.26,3362.108,4500.0,35.0
2023-01-08 12:00:00,12,8,1,6,1,5.57,69.25,6.14,391.47,3395.115,4500.0,35.0
2023-01-08 13:00:00,13,8,1,6,1,9.07,69.54,4.23,400.04,3478.467,4500.0,35.0
2023-01-08 14:00:00,14,8,1,6,1,8.13,81.0,10.62,334.23,2896.527,4500.0,35.0
2023-01-08 15:00:00,15,8,1,6,1,7.05,66.4,4.64,296.91,2583.546,4500.0,35.0
2023-01-08 16:00:00,16,8,1,6,1,4.67,85.69,3.03,180.87,1563.166,4500.0,35.0
2023-01-08 17:00:00,17,8,1,6,1,4.08,84.43,2.77,91.72,791.557,7423.34,35.0
2023-01-08 18:00:00,18,8,1,6,1,6.76,97.62,2.73,0.2,2.024,10317.8,0.07
2023-01-08 19:00:00,19,8,1,6,1,3.2,87.71,3.2,0.0,0.0,10335.7,0.0
2023-01-08 20:00:00,20,8,1,6,1,0.86,67.0,5.82,0.0,0.0,10667.85,0.0
2023-01-08 21:00:00,21,8,1,6,1,4.77,92.17,1.49,0.0,0.0,10047.91,0.0
2023-01-08 22:00:00,22,8,1,6,1,4.92,73.72,1.05,0.0,0.0,9842.34,0.0
2023-01-08 23:00:00,23,8,1,6,1,6.37,70.18,1.12,0.0,0.0,9736.52,0.0
2023-01-09 00:00:00,0,9,1,0,0,3.82,82.88,1.9,0.0,0.0,10276.07,0.0
2023-01-09 01:00:00,1,9,1,0,0,4.82,84.41,3.39,0.0,0.0,10236.2,0.0
2023-01-09 02:00:00,2,9,1,0,0,4.52,78.29,7.59,0.0,0.0,10404.3,0.0
2023-01-09 03:00:00,3,9,1,0,0,2.65,79.5,3.34,0.0,0.0,10012.54,0.0
2023-01-09 04:00:00,4,9,1,0,0,1.67,74.5,3.89,0.0,0.0,10395.12,0.0
2023-01-09 05:00:00,5,9,1,0,0,4.65,71.29,4.67,0.0,0.0,10167.85,0.0
2023-01-09 06:00:00,6,9,1,0,0,4.76,82.01,5.18,0.0,0.0,10437.0,0.0
2023-01-09 07:00:00,7,9,1,0,0,1.11,71.28,7.37,99.27,859.416,8269.14,35.0
2023-01-09 08:00:00,8,9,1,0,0,6.52,68.56,2.53,243.2,2131.855,4500.0,35.0
2023-01-09 09:00:00,9,9,1,0,0,6.43,75.45,2.61,278.78,2417.954,4500.0,35.0
2023-01-09 10:00:00,10,9,1,0,0,7.84,78.4,2.51,380.44,3316.88,4500.0,35.0
2023-01-09 11:00:00,11,9,1,0,0,6.86,73.22,8.08,447.12,3908.315,4500.0,35.0
2023-01-09 12:00:00,12,9,1,0,0,9.9,70.84,5.47,453.76,3962.855,4500.0,35.0
2023-01-09 13:00:00,13,9,1,0,0,9.13,66.44,3.62,393.96,3423.139,4500.0,35.0
2023-01-09 14:00:00,14,9,1,0,0,5.1,76.69,12.62,351.67,3054.359,4500.0,35.0
2023-01-09 15:00:00,15,9,1,0,0,5.08,81.04,2.71,243.0,2095.466,4500.0,35.0
2023-01-09 16:00:00,16,9,1,0,0,5.81,84.56,1.86,179.8,1553.32,5136.75,35.0
2023-01-09 17:00:00,17,9,1,0,0,3.83,73.18,1.46,103.35,897.245,7593.66,35.0
2023-01-09 18:00:00,18,9,1,0,0,5.34,72.8,4.54,9.89,87.552,10766.42,2.85
2023-01-09 19:00:00,19,9,1,0,0,1.17,73.68,1.55,0.0,0.0,11351.72,0.0
2023-01-09 20:00:00,20,9,1,0,0,3.33,79.45,4.93,0.0,0.0,11245.83,0.0
2023-01-09 21:00:00,21,9,1,0,0,0.08,78.78,2.79,0.0,0.0,11437.97,0.0
2023-01-09 22:00:00,22,9,1,0,0,3.11,78.22,2.23,0.0,0.0,10760.23,0.0
2023-01-09 23:00:00,23,9,1,0,0,5.8,76.23,5.45,0.0,0.0,10628.46,0.0
2023-01-10 00:00:00,0,10,1,1,0,3.71,77.14,2.31,0.0,0.0,10136.14,0.0
2023-01-10 01:00:00,1,10,1,1,0,3.84,76.76,2.13,0.0,0.0,10582.86,0.0
2023-01-10 02:00:00,2,10,1,1,0,4.96,84.91,3.27,0.0,0.0,9680.07,0.0
2023-01-10 03:00:00,3,10,1,1,0,4.59,80.24,2.34,0.0,0.0,9735.62,0.0
2023-01-10 04:00:00,4,10,1,1,0,3.63,93.45,5.36,0.0,0.0,9885.83,0.0
2023-01-10 05:00:00,5,10,1,1,0,5.77,76.92,7.76,0.0,0.0,10203.95,0.0
2023-01-10 06:00:00,6,10,1,1,0,3.99,94.0,13.3,0.0,0.0,10291.77,0.0
2023-01-10 07:00:00,7,10,1,1,0,5.64,77.03,2.55,95.67,827.254,7994.12,35.0
2023-01-10 08:00:00,8,10,1,1,0,7.21,81.25,2.25,216.95,1890.167,4500.0,35.0
2023-01-10 09:00:00,9,10,1,1,0,2.98,75.7,1.42,289.6,2515.026,4500.0,35.0
2023-01-10 10:00:00,10,10,1,1,0,6.18,82.67,4.18,338.62,2935.737,4500.0,35.0
2023-01-10 11:00:00,11,10,1,1,0,6.77,61.27,7.07,355.96,3077.925,4500.0,35.0
2023-01-10 12:00:00,12,10,1,1,0,8.78,67.77,1.55,386.4,3348.561,4500.0,35.0
2023-01-10 13:00:00,13,10,1,1,0,10.27,68.21,1.38,374.88,3249.366,4500.0,35.0
2023-01-10 14:00:00,14,10,1,1,0,4.46,97.93,18.0,337.59,2926.223,4500.0,35.0
2023-01-10 15:00:00,15,10,1,1,0,6.0,88.47,1.52,274.16,2376.285,4500.0,35.0
2023-01-10 16:00:00,16,10,1,1,0,7.44,80.1,2.18,201.76,1751.423,4500.0,35.0
2023-01-10 17:00:00,17,10,1,1,0,2.22,75.76,0.86,123.16,1078.095,7240.27,35.0
2023-01-10 18:00:00,18,10,1,1,0,4.37,73.8,0.64,4.83,42.986,11097.48,1.36
2023-01-10 19:00:00,19,10,1,1,0,3.44,72.89,2.93,0.0,0.0,11107.59,0.0
2023-01-10 20:00:00,20,10,1,1,0,2.6,84.14,7.22,0.0,0.0,11087.35,0.0
2023-01-10 21:00:00,21,10,1,1,0,2.11,81.72,3.29,0.0,0.0,10900.17,0.0
2023-01-10 22:00:00,22,10,1,1,0,3.73,86.7,0.93,0.0,0.0,10536.2,0.0
2023-01-10 23:00:00,23,10,1,1,0,1.99,87.64,3.19,0.0,0.0,10882.33,0.0
2023-01-11 00:00:00,0,11,1,2,0,5.53,84.62,1.21,0.0,0.0,10303.81,0.0
2023-01-11 01:00:00,1,11,1,2,0,2.27,75.46,1.77,0.0,0.0,10514.19,0.0
2023-01-11 02:00:00,2,11,1,2,0,3.93,74.02,3.49,0.0,0.0,10159.79,0.0
2023-01-11 03:00:00,3,11,1,2,0,7.01,81.12,3.02,0.0,0.0,9999.28,0.0
2023-01-11 04:00:00,4,11,1,2,0,5.56,81.06,3.83,0.0,0.0,10213.0,0.0
2023-01-11 05:00:00,5,11,1,2,0,1.22,80.45,6.24,0.0,0.0,10661.82,0.0
2023-01-11 06:00:00,6,11,1,2,0,3.41,70.66,3.23,0.0,0.0,10927.05,0.0
2023-01-11 07:00:00,7,11,1,2,0,5.0,82.54,2.09,104.42,906.818,7938.01,35.0
2023-01-11 08:00:00,8,11,1,2,0,5.58,86.29,4.66,204.71,1778.593,4585.1,35.0
2023-01-11 09:00:00,9,11,1,2,0,7.28,68.03,1.21,281.87,2445.449,4500.0,35.0
2023-01-11 10:00:00,10,11,1,2,0,8.26,73.66,3.42,374.01,3257.46,4500.0,35.0
2023-01-11 11:00:00,11,11,1,2,0,10.48,66.37,7.21,427.59,3728.151,4500.0,35.0
2023-01-11 12:00:00,12,11,1,2,0,7.17,84.82,2.19,432.58,3767.211,4500.0,35.0
2023-01-11 13:00:00,13,11,1,2,0,8.85,92.81,2.31,398.84,3465.964,4500.0,35.0
2023-01-11 14:00:00,14,11,1,2,0,7.06,89.74,10.11,339.31,2942.011,4500.0,35.0
2023-01-11 15:00:00,15,11,1,2,0,9.05,64.15,3.81,280.34,2431.038,4500.0,35.0
2023-01-11 16:00:00,16,11,1,2,0,6.46,81.43,3.53,206.07,1790.802,4500.0,35.0
2023-01-11 17:00:00,17,11,1,2,0,4.97,83.72,3.91,123.66,1082.393,7065.41,35.0
2023-01-11 18:00:00,18,11,1,2,0,3.48,95.5,1.9,10.11,88.627,10786.07,2.88
2023-01-11 19:00:00,19,11,1,2,0,1.53,79.68,6.62,0.0,0.0,11437.86,0.0
2023-01-11 20:00:00,20,11,1,2,0,3.17,81.67,8.45,0.0,0.0,11189.85,0.0
2023-01-11 21:00:00,21,11,1,2,0,2.64,73.45,2.8,0.0,0.0,11130.73,0.0
2023-01-11 22:00:00,22,11,1,2,0,1.07,72.92,4.24,0.0,0.0,11134.36,0.0
